X,Y,shapeName,shapeISO,shapeID,shapeGroup,shapeType
30.1218696991784,-1.93665383454768,Umujyi wa Kigali,RW-01,91480417B22690809677968,RWA,ADM1
29.6869540470069,-2.36820130856112,Amajyepfo,RW-05,91480417B18399648061901,RWA,ADM1
29.8825501541666,-1.60803804117689,Amajyaruguru,RW-03,91480417B74917756285357,RWA,ADM1
30.4599712677465,-1.84681531299489,Iburasirazuba,RW-02,91480417B20985019767017,RWA,ADM1
29.3083047395422,-2.09898265134145,Iburengerazuba,RW-04,91480417B44016762519517,RWA,ADM1
